,Player,Team,Height,Season
10146,George King,DAL,6-6,2022
10147,Georges Niang,PHI,6-7,2022
10148,Georgios Kalaitzakis,OKC,6-7,2022
10149,Giannis Antetokounmpo,MIL,6-11,2022
10150,Goga Bitadze,IND,7-0,2022
10151,Goran Dragic,BKN,6-3,2022
10152,Gordon Hayward,CHA,6-7,2022
10153,Gorgui Dieng,ATL,6-10,2022
10154,Grant Williams,BOS,6-6,2022
10155,Grayson Allen,MIL,6-4,2022
10156,Greg Brown III,POR,6-7,2022
10157,Greg Monroe,MIN,6-10,2022
10158,Hamidou Diallo,DET,6-5,2022
10159,Harrison Barnes,SAC,6-8,2022
10160,Hassan Whiteside,UTA,7-0,2022
10161,Hassani Gravett,ORL,6-2,2022
10162,Haywood Highsmith,MIA,6-4,2022
10163,Herbert Jones,NOP,6-7,2022
10164,Ignas Brazdeikis,ORL,6-6,2022
10165,Immanuel Quickley,NYK,6-3,2022
10166,Isaac Bonga,TOR,6-8,2022
10167,Isaac Okoro,CLE,6-5,2022
10168,Isaiah Hartenstein,LAC,7-0,2022
10169,Isaiah Jackson,IND,6-10,2022
10170,Isaiah Joe,PHI,6-4,2022
10171,Isaiah Livers,DET,6-6,2022
10172,Isaiah Roby,OKC,6-8,2022
10173,Isaiah Stewart,DET,6-8,2022
10174,Isaiah Thomas,CHA,5-9,2022
10175,Isaiah Todd,WAS,6-9,2022
10176,Ish Smith,WAS,6-0,2022
10177,Ish Wainright,PHX,6-5,2022
10178,Ivica Zubac,LAC,7-0,2022
10179,JT Thor,CHA,6-9,2022
10180,Ja Morant,MEM,6-3,2022
10181,JaMychal Green,DEN,6-8,2022
10182,JaQuori McLaughlin,DAL,6-4,2022
10183,JaVale McGee,PHX,7-0,2022
10184,Jabari Parker,BOS,6-7,2022
10185,Jaden McDaniels,MIN,6-9,2022
10186,Jaden Springer,PHI,6-4,2022
10187,Jae Crowder,PHX,6-6,2022
10188,Jae'Sean Tate,HOU,6-4,2022
10189,Jahmi'us Ramsey,SAC,6-3,2022
10190,Jaime Echenique,WAS,6-10,2022
10191,Jake Layman,MIN,6-8,2022
10192,Jakob Poeltl,SAS,7-1,2022
10193,Jalen Brunson,DAL,6-1,2022
10194,Jalen Green,HOU,6-4,2022
10195,Jalen Johnson,ATL,6-8,2022
10196,Jalen McDaniels,CHA,6-9,2022
10197,Jalen Smith,IND,6-10,2022
10198,Jalen Suggs,ORL,6-5,2022
10199,James Bouknight,CHA,6-4,2022
10200,James Ennis III,DEN,6-6,2022
10201,James Harden,PHI,6-5,2022
10202,James Johnson,BKN,6-7,2022
10203,Jamorko Pickett,DET,6-9,2022
10204,Jared Butler,UTA,6-3,2022
10205,Jared Harper,NOP,5-10,2022
10206,Jaren Jackson Jr.,MEM,6-11,2022
10207,Jarred Vanderbilt,MIN,6-9,2022
10208,Jarrett Allen,CLE,6-10,2022
10209,Jarrett Culver,MEM,6-6,2022
10210,Jarron Cumberland,POR,6-5,2022
10211,Javin DeLaurier,MIL,6-10,2022
10212,Javonte Green,CHI,6-5,2022
10213,Javonte Smart,MIA,6-4,2022
10214,Jaxson Hayes,NOP,6-11,2022
10215,Jay Huff,LAL,7-1,2022
10216,Jay Scrubb,LAC,6-5,2022
10217,Jaylen Brown,BOS,6-6,2022
10218,Jaylen Hoard,OKC,6-8,2022
10219,Jaylen Morris,SAS,6-5,2022
10220,Jaylen Nowell,MIN,6-4,2022
10221,Jaysean Paige,DET,6-2,2022
10222,Jayson Tatum,BOS,6-8,2022
10223,Jeff Dowtin Jr.,ORL,6-3,2022
10224,Jeff Green,DEN,6-8,2022
10225,Jemerrio Jones,LAL,6-5,2022
10226,Jerami Grant,DET,6-8,2022
10227,Jeremiah Robinson-Earl,OKC,6-8,2022
10228,Jeremy Lamb,SAC,6-5,2022
10229,Jericho Sims,NYK,6-9,2022
10230,Jevon Carter,MIL,6-1,2022
10231,Jimmy Butler,MIA,6-7,2022
10232,Jock Landale,SAS,6-11,2022
10233,Joe Harris,BKN,6-6,2022
10234,Joe Ingles,POR,6-8,2022
10235,Joe Johnson,BOS,6-7,2022
10236,Joe Wieskamp,SAS,6-6,2022
10237,Joel Ayayi,WAS,6-4,2022
10238,Joel Embiid,PHI,7-0,2022
10239,John Collins,ATL,6-9,2022
10240,John Konchar,MEM,6-5,2022
10241,Jon Teske,MEM,7-1,2022
10242,Jonas Valančiūnas,NOP,6-11,2022
10243,Jonathan Kuminga,GSW,6-7,2022
10244,Jordan Bell,CHI,6-7,2022
10245,Jordan Clarkson,UTA,6-4,2022
10246,Jordan Goodwin,WAS,6-3,2022
10247,Jordan McLaughlin,MIN,5-11,2022
10248,Jordan Nwora,MIL,6-8,2022
10249,Jordan Poole,GSW,6-4,2022
10250,Jordan Schakel,WAS,6-6,2022
10251,Jose Alvarado,NOP,6-0,2022
10252,Josh Christopher,HOU,6-3,2022
10253,Josh Giddey,OKC,6-8,2022
10254,Josh Green,DAL,6-5,2022
10255,Josh Hart,POR,6-5,2022
10256,Josh Jackson,SAC,6-8,2022
10257,Josh Okogie,MIN,6-4,2022
10258,Josh Richardson,SAS,6-5,2022
10259,Joshua Primo,SAS,6-4,2022
10260,Jrue Holiday,MIL,6-3,2022
10261,Juan Toscano-Anderson,GSW,6-6,2022
10262,Juancho Hernangomez,UTA,6-9,2022
10263,Julius Randle,NYK,6-8,2022
10264,Justin Anderson,IND,6-5,2022
10265,Justin Champagnie,TOR,6-6,2022
10266,Justin Holiday,SAC,6-6,2022
10267,Justin Jackson,PHX,6-8,2022
10268,Justin Robinson,DET,6-1,2022
10269,Justise Winslow,POR,6-6,2022
10270,Jusuf Nurkić,POR,6-11,2022
10271,Juwan Morgan,BOS,6-7,2022
10272,KJ Martin,HOU,6-5,2022
10273,KZ Okpala,MIA,6-8,2022
10274,Kai Jones,CHA,6-10,2022
10275,Karl-Anthony Towns,MIN,6-11,2022
10276,Keifer Sykes,IND,5-11,2022
10277,Keita Bates-Diop,SAS,6-8,2022
10278,Kelan Martin,BOS,6-5,2022
10279,Keldon Johnson,SAS,6-6,2022
10280,Keljin Blevins,POR,6-4,2022
10281,Kelly Olynyk,DET,6-11,2022
10282,Kelly Oubre Jr.,CHA,6-6,2022
10283,Kemba Walker,NYK,6-0,2022
10284,Kenrich Williams,OKC,6-6,2022
10285,Kent Bazemore,LAL,6-4,2022
10286,Kentavious Caldwell-Pope,WAS,6-5,2022
10287,Keon Johnson,POR,6-4,2022
10288,Kessler Edwards,BKN,6-7,2022
10289,Kevin Durant,BKN,6-10,2022
10290,Kevin Huerter,ATL,6-7,2022
10291,Kevin Knox II,ATL,6-7,2022
10292,Kevin Love,CLE,6-8,2022
10293,Kevin Pangos,CLE,6-1,2022
10294,Kevin Porter Jr.,HOU,6-4,2022
10295,Kevon Looney,GSW,6-9,2022
10296,Khem Birch,TOR,6-9,2022
10297,Khris Middleton,MIL,6-7,2022
10298,Killian Hayes,DET,6-5,2022
10299,Killian Tillie,MEM,6-9,2022
10300,Kira Lewis Jr.,NOP,6-1,2022
10301,Klay Thompson,GSW,6-6,2022
10302,Kris Dunn,POR,6-3,2022
10303,Kristaps Porziņģis,WAS,7-3,2022
10304,Kyle Anderson,MEM,6-9,2022
10305,Kyle Guy,MIA,6-1,2022
10306,Kyle Kuzma,WAS,6-9,2022
10307,Kyle Lowry,MIA,6-0,2022
10308,Kyrie Irving,BKN,6-2,2022
10309,LaMarcus Aldridge,BKN,6-11,2022
10310,LaMelo Ball,CHA,6-7,2022
10311,Lamar Stevens,CLE,6-6,2022
10312,Lance Stephenson,IND,6-5,2022
10313,Landry Shamet,PHX,6-4,2022
10314,Langston Galloway,MIL,6-1,2022
10315,Larry Nance Jr.,NOP,6-7,2022
10316,Lauri Markkanen,CLE,6-11,2022
10317,LeBron James,LAL,6-9,2022
10318,Leandro Bolmaro,MIN,6-6,2022
10319,Lindell Wigginton,MIL,6-1,2022
10320,Lindy Waters III,OKC,6-6,2022
10321,Lonnie Walker IV,SAS,6-4,2022
10322,Lonzo Ball,CHI,6-6,2022
10323,Lou Williams,ATL,6-2,2022
10324,Louis King,SAC,6-7,2022
10325,Luguentz Dort,OKC,6-3,2022
10326,Luka Dončić,DAL,6-7,2022
10327,Luka Garza,DET,6-10,2022
10328,Luke Kennard,LAC,6-5,2022
10329,Luke Kornet,BOS,7-2,2022
10330,MJ Walker,PHX,6-5,2022
10331,Mac McClung,LAL,6-2,2022
10332,Malachi Flynn,TOR,6-1,2022
10333,Malcolm Brogdon,IND,6-5,2022
10334,Malcolm Hill,CHI,6-6,2022
10335,Malik Beasley,MIN,6-4,2022
10336,Malik Fitts,BOS,6-5,2022
10337,Malik Monk,LAL,6-3,2022
10338,Malik Newman,CLE,6-3,2022
10339,Mamadi Diakite,OKC,6-9,2022
10340,Marcus Garrett,MIA,6-5,2022
10341,Marcus Morris Sr.,LAC,6-8,2022
10342,Marcus Smart,BOS,6-4,2022
10343,Markelle Fultz,ORL,6-4,2022
10344,Markieff Morris,MIA,6-9,2022
10345,Marko Simonovic,CHI,6-11,2022
10346,Markus Howard,DEN,5-10,2022
10347,Marquese Chriss,DAL,6-9,2022
10348,Marvin Bagley III,DET,6-11,2022
10349,Mason Jones,LAL,6-4,2022
10350,Mason Plumlee,CHA,6-11,2022
10351,Matisse Thybulle,PHI,6-5,2022
10352,Matt Mooney,NYK,6-2,2022
10353,Matt Ryan,BOS,6-7,2022
10354,Matt Thomas,CHI,6-3,2022
10355,Maurice Harkless,SAC,6-7,2022
10356,Max Strus,MIA,6-5,2022
10357,Maxi Kleber,DAL,6-10,2022
10358,McKinley Wright IV,MIN,5-11,2022
10359,Melvin Frazier Jr.,OKC,6-5,2022
10360,Micah Potter,DET,6-10,2022
10361,Michael Porter Jr.,DEN,6-10,2022
10362,Mikal Bridges,PHX,6-6,2022
10363,Mike Conley,UTA,6-1,2022
10364,Mike Muscala,OKC,6-10,2022
10365,Miles Bridges,CHA,6-7,2022
10366,Miles McBride,NYK,6-1,2022
10367,Mitchell Robinson,NYK,7-0,2022
10368,Miye Oni,UTA,6-5,2022
10369,Mo Bamba,ORL,7-0,2022
10370,Montrezl Harrell,CHA,6-7,2022
10371,Monté Morris,DEN,6-2,2022
10372,Moritz Wagner,ORL,6-11,2022
10373,Moses Brown,CLE,7-2,2022
10374,Moses Moody,GSW,6-5,2022
10375,Moses Wright,DAL,6-8,2022
10376,Mychal Mulder,MIA,6-3,2022
10377,Myles Powell,PHI,6-2,2022
10378,Myles Turner,IND,6-11,2022
10379,Naji Marshall,NOP,6-7,2022
10380,Nassir Little,POR,6-5,2022
10381,Nate Hinton,IND,6-5,2022
10382,Nathan Knight,MIN,6-10,2022
10383,Naz Reid,MIN,6-9,2022
10384,Neemias Queta,SAC,7-0,2022
10385,Nemanja Bjelica,GSW,6-9,2022
10386,Nerlens Noel,NYK,6-11,2022
10387,Nic Claxton,BKN,6-11,2022
10388,Nick Richards,CHA,7-0,2022
10389,Nickeil Alexander-Walker,UTA,6-5,2022
10390,Nicolas Batum,LAC,6-8,2022
10391,Nik Stauskas,BOS,6-6,2022
10392,Nikola Jokić,DEN,6-11,2022
10393,Nikola Vučević,CHI,6-10,2022
10394,Norman Powell,LAC,6-3,2022
10395,Norvel Pelle,UTA,6-10,2022
10396,OG Anunoby,TOR,6-7,2022
10397,Obi Toppin,NYK,6-9,2022
10398,Olivier Sarr,OKC,7-0,2022
10399,Omer Yurtseven,MIA,6-11,2022
10400,Onyeka Okongwu,ATL,6-8,2022
10401,Oshae Brissett,IND,6-7,2022
10402,Otto Porter Jr.,GSW,6-8,2022
10403,P.J. Tucker,MIA,6-5,2022
10404,P.J. Washington,CHA,6-7,2022
10405,PJ Dozier,DEN,6-6,2022
10406,Paris Bass,PHX,6-8,2022
10407,Pascal Siakam,TOR,6-8,2022
10408,Pat Connaughton,MIL,6-5,2022
10409,Patrick Beverley,MIN,6-1,2022
10410,Patrick Williams,CHI,6-7,2022
10411,Patty Mills,BKN,6-0,2022
10412,Paul George,LAC,6-8,2022
10413,Paul Millsap,PHI,6-7,2022
10414,Paul Reed,PHI,6-9,2022
10415,Paul Watson,OKC,6-6,2022
10416,Payton Pritchard,BOS,6-1,2022
10417,Petr Cornelie,DEN,6-11,2022
10418,Precious Achiuwa,TOR,6-8,2022
10419,Quentin Grimes,NYK,6-4,2022
10420,Quinndary Weatherspoon,GSW,6-3,2022
10421,R.J. Hampton,ORL,6-4,2022
10422,RJ Barrett,NYK,6-6,2022
10423,Rajon Rondo,CLE,6-1,2022
10424,Raul Neto,WAS,6-2,2022
10425,Rayjon Tucker,MIL,6-3,2022
10426,Reggie Bullock Jr.,DAL,6-6,2022
10427,Reggie Jackson,LAC,6-2,2022
10428,Reggie Perry,POR,6-8,2022
10429,Richaun Holmes,SAC,6-10,2022
10430,Ricky Rubio,IND,6-2,2022
10431,Rob Edwards,OKC,6-5,2022
10432,Robert Covington,LAC,6-7,2022
10433,Robert Williams III,BOS,6-9,2022
10434,Robert Woodard II,SAS,6-6,2022
10435,Robin Lopez,ORL,7-0,2022
10436,Rodney Hood,LAC,6-8,2022
10437,Rodney McGruder,DET,6-4,2022
10438,Romeo Langford,SAS,6-5,2022
10439,Royce O'Neale,UTA,6-5,2022
10440,Ruben Nembhard Jr.,CLE,6-4,2022
10441,Rudy Gay,UTA,6-8,2022
10442,Rudy Gobert,UTA,7-1,2022
10443,Rui Hachimura,WAS,6-8,2022
10444,Russell Westbrook,LAL,6-3,2022
10445,Ryan Arcidiacono,NYK,6-3,2022
10446,Saben Lee,DET,6-2,2022
10447,Saddiq Bey,DET,6-7,2022
10448,Sam Dekker,TOR,6-8,2022
10449,Sam Hauser,BOS,6-7,2022
10450,Sam Merrill,MEM,6-4,2022
10451,Sandro Mamukelashvili,MIL,6-9,2022
10452,Santi Aldama,MEM,6-11,2022
10453,Scottie Barnes,TOR,6-7,2022
10454,Scottie Lewis,CHA,6-5,2022
10455,Scotty Hopson,OKC,6-7,2022
10456,Sekou Doumbouya,LAL,6-9,2022
10457,Semi Ojeleye,LAC,6-6,2022
10458,Serge Ibaka,MIL,6-10,2022
10459,Seth Curry,BKN,6-2,2022
10460,Shai Gilgeous-Alexander,OKC,6-6,2022
10461,Shake Milton,PHI,6-5,2022
10462,Shaq Buchanan,MEM,6-3,2022
10463,Shaquille Harrison,BKN,6-4,2022
10464,Sharife Cooper,ATL,6-1,2022
10465,Skylar Mays,ATL,6-4,2022
10466,Solomon Hill,ATL,6-6,2022
10467,Spencer Dinwiddie,DAL,6-6,2022
10468,Stanley Johnson,LAL,6-6,2022
10469,Stephen Curry,GSW,6-2,2022
10470,Sterling Brown,DAL,6-5,2022
10471,Steven Adams,MEM,6-11,2022
10472,Svi Mykhailiuk,TOR,6-7,2022
10473,T.J. McConnell,IND,6-1,2022
10474,Tacko Fall,CLE,7-6,2022
10475,Taj Gibson,NYK,6-9,2022
10476,Talen Horton-Tucker,LAL,6-4,2022
10477,Taurean Prince,MIN,6-6,2022
10478,Terance Mann,LAC,6-5,2022
10479,Terence Davis,SAC,6-4,2022
10480,Terrence Ross,ORL,6-6,2022
10481,Terry Rozier,CHA,6-1,2022
10482,Terry Taylor,IND,6-5,2022
10483,Thaddeus Young,TOR,6-8,2022
10484,Thanasis Antetokounmpo,MIL,6-6,2022
10485,Theo Maledon,OKC,6-4,2022
10486,Theo Pinson,DAL,6-5,2022
10487,Thomas Bryant,WAS,6-10,2022
10488,Tim Frazier,CLE,6-0,2022
10489,Tim Hardaway Jr.,DAL,6-5,2022
10490,Timothe Luwawu-Cabarrot,ATL,6-7,2022
10491,Tobias Harris,PHI,6-7,2022
10492,Tomas Satoransky,WAS,6-7,2022
10493,Tony Bradley,CHI,6-10,2022
10494,Tony Snell,NOP,6-6,2022
10495,Torrey Craig,PHX,6-7,2022
10496,Trae Young,ATL,6-1,2022
10497,Trayvon Palmer,DET,6-6,2022
10498,Tre Jones,SAS,6-1,2022
10499,Tre Mann,OKC,6-3,2022
10500,Tremont Waters,WAS,5-10,2022
10501,Trendon Watford,POR,6-8,2022
10502,Trent Forrest,UTA,6-4,2022
10503,Trevelin Queen,HOU,6-6,2022
10504,Trevon Scott,CLE,6-8,2022
10505,Trevor Ariza,LAL,6-8,2022
10506,Trey Burke,DAL,6-0,2022
10507,Trey Lyles,SAC,6-9,2022
10508,Trey Murphy III,NOP,6-8,2022
10509,Tristan Thompson,CHI,6-9,2022
10510,Troy Brown Jr.,CHI,6-6,2022
10511,Ty Jerome,OKC,6-5,2022
10512,Tyler Cook,CHI,6-8,2022
10513,Tyler Hall,NYK,6-5,2022
10514,Tyler Herro,MIA,6-5,2022
10515,Tyler Johnson,SAS,6-3,2022
10516,Tyrell Terry,MEM,6-2,2022
10517,Tyrese Haliburton,IND,6-5,2022
10518,Tyrese Maxey,PHI,6-2,2022
10519,Tyrone Wallace,NOP,6-5,2022
10520,Tyus Jones,MEM,6-0,2022
10521,Udoka Azubuike,UTA,7-0,2022
10522,Udonis Haslem,MIA,6-8,2022
10523,Usman Garuba,HOU,6-8,2022
10524,Vernon Carey Jr.,WAS,6-9,2022
10525,Victor Oladipo,MIA,6-4,2022
10526,Vlatko Čančar,DEN,6-8,2022
10527,Vít Krejčí,OKC,6-8,2022
10528,Wayne Ellington,LAL,6-4,2022
10529,Wayne Selden,NYK,6-4,2022
10530,Wendell Carter Jr.,ORL,6-10,2022
10531,Wenyen Gabriel,LAL,6-9,2022
10532,Wes Iwundu,ATL,6-6,2022
10533,Wesley Matthews,MIL,6-4,2022
10534,Will Barton,DEN,6-5,2022
10535,Willie Cauley-Stein,PHI,7-0,2022
10536,Willy Hernangomez,NOP,6-11,2022
10537,Xavier Moon,LAC,6-2,2022
10538,Xavier Sneed,UTA,6-5,2022
10539,Xavier Tillman,MEM,6-8,2022
10540,Yuta Watanabe,TOR,6-9,2022
10541,Yves Pons,MEM,6-5,2022
10542,Zach Collins,SAS,6-11,2022
10543,Zach LaVine,CHI,6-5,2022
10544,Zavier Simpson,OKC,6-0,2022
10545,Zeke Nnaji,DEN,6-9,2022
10546,Ziaire Williams,MEM,6-9,2022
10547,Zylan Cheatham,UTA,6-5,2022
10548,A.J. Lawson,DAL,6-6,2023
10549,AJ Green,MIL,6-5,2023
10550,AJ Griffin,ATL,6-6,2023
10551,Aaron Gordon,DEN,6-8,2023
10552,Aaron Holiday,ATL,6-0,2023
10553,Aaron Nesmith,IND,6-5,2023
10554,Aaron Wiggins,OKC,6-5,2023
10555,Admiral Schofield,ORL,6-5,2023
10556,Al Horford,BOS,6-9,2023
10557,Alec Burks,DET,6-6,2023
10558,Aleksej Pokusevski,OKC,7-0,2023
10559,Alex Caruso,CHI,6-5,2023
10560,Alex Len,SAC,7-2,2023
10561,Alize Johnson,SAS,6-8,2023
10562,Alondes Williams,BKN,6-4,2023
10563,Alperen Sengun,HOU,6-11,2023
10564,Amir Coffey,LAC,6-7,2023
10565,Andre Drummond,CHI,6-11,2023
10566,Andre Iguodala,GSW,6-6,2023
10567,Andrew Nembhard,IND,6-3,2023
10568,Andrew Wiggins,GSW,6-7,2023
10569,Anfernee Simons,POR,6-3,2023
10570,Anthony Davis,LAL,6-10,2023
10571,Anthony Edwards,MIN,6-4,2023
10572,Anthony Gill,WAS,6-8,2023
10573,Anthony Lamb,GSW,6-6,2023
10574,Austin Reaves,LAL,6-5,2023
10575,Austin Rivers,MIN,6-4,2023
10576,Ayo Dosunmu,CHI,6-5,2023
10577,Bam Adebayo,MIA,6-9,2023
10578,Ben Simmons,BKN,6-10,2023
10579,Bennedict Mathurin,IND,6-5,2023
10580,Bismack Biyombo,PHX,6-8,2023
10581,Blake Griffin,BOS,6-9,2023
10582,Blake Wesley,SAS,6-4,2023
10583,Boban Marjanović,HOU,7-4,2023
10584,Bobby Portis,MIL,6-11,2023
10585,Bogdan Bogdanović,ATL,6-5,2023
10586,Bojan Bogdanović,DET,6-7,2023
10587,Bol Bol,ORL,7-2,2023
10588,Bones Hyland,LAC,6-2,2023
10589,Bradley Beal,WAS,6-4,2023
10590,Brandon Boston,LAC,6-6,2023
10591,Brandon Clarke,MEM,6-8,2023
10592,Brandon Ingram,NOP,6-8,2023
10593,Braxton Key,DET,6-8,2023
10594,Brook Lopez,MIL,7-1,2023
10595,Bruce Brown,DEN,6-4,2023
10596,Bruno Fernando,ATL,6-10,2023
10597,Bryce McGowens,CHA,6-6,2023
10598,Bryn Forbes,MIN,6-2,2023
10599,Buddy Boeheim,DET,6-6,2023
10600,Buddy Hield,IND,6-4,2023
10601,CJ McCollum,NOP,6-3,2023
10602,Cade Cunningham,DET,6-7,2023
10603,Caleb Houstan,ORL,6-8,2023
10604,Caleb Martin,MIA,6-5,2023
10605,Cam Reddish,POR,6-7,2023
10606,Cam Thomas,BKN,6-3,2023
10607,Cameron Johnson,BKN,6-8,2023
10608,Cameron Payne,PHX,6-1,2023
10609,Caris LeVert,CLE,6-6,2023
10610,Carlik Jones,CHI,6-0,2023
10611,Cedi Osman,CLE,6-7,2023
10612,Chance Comanche,POR,6-10,2023
10613,Charles Bassey,SAS,6-9,2023
10614,Chima Moneke,SAC,6-5,2023
10615,Chimezie Metu,SAC,6-9,2023
10616,Chris Boucher,TOR,6-9,2023
10617,Chris Duarte,IND,6-5,2023
10618,Chris Paul,PHX,6-0,2023
10619,Chris Silva,DAL,6-8,2023
10620,Christian Braun,DEN,6-6,2023
10621,Christian Koloko,TOR,7-0,2023
10622,Christian Wood,DAL,6-9,2023
10623,Chuma Okeke,ORL,6-8,2023
10624,Clint Capela,ATL,6-10,2023
10625,Coby White,CHI,6-5,2023
10626,Cody Martin,CHA,6-6,2023
10627,Cody Zeller,MIA,6-11,2023
10628,Cole Anthony,ORL,6-3,2023
10629,Cole Swider,LAL,6-9,2023
10630,Collin Sexton,UTA,6-2,2023
10631,Corey Kispert,WAS,6-6,2023
10632,Cory Joseph,DET,6-3,2023
10633,D'Angelo Russell,LAL,6-4,2023
10634,Daishen Nix,HOU,6-4,2023
10635,Dalano Banton,TOR,6-7,2023
10636,Dalen Terry,CHI,6-7,2023
10637,Damian Jones,UTA,6-11,2023
10638,Damian Lillard,POR,6-2,2023
10639,Damion Lee,PHX,6-5,2023
10640,Daniel Gafford,WAS,6-10,2023
10641,Daniel Theis,IND,6-8,2023
10642,Danny Green,CLE,6-6,2023
10643,Danuel House Jr.,PHI,6-6,2023
10644,Dario Šarić,OKC,6-10,2023
10645,Darius Bazley,PHX,6-9,2023
10646,Darius Days,HOU,6-7,2023
10647,Darius Garland,CLE,6-1,2023
10648,David Duke Jr.,BKN,6-4,2023
10649,David Roddy,MEM,6-4,2023
10650,Davion Mitchell,SAC,6-0,2023
10651,Davis Bertans,DAL,6-10,2023
10652,Davon Reed,LAL,6-5,2023
10653,Day'Ron Sharpe,BKN,6-9,2023
10654,De'Aaron Fox,SAC,6-3,2023
10655,De'Andre Hunter,ATL,6-8,2023
10656,De'Anthony Melton,PHI,6-2,2023
10657,DeAndre Jordan,DEN,6-11,2023
10658,DeMar DeRozan,CHI,6-6,2023
10659,Dean Wade,CLE,6-9,2023
10660,Deandre Ayton,PHX,7-0,2023
10661,Dejounte Murray,ATL,6-5,2023
10662,Delon Wright,WAS,6-5,2023
10663,Deni Avdija,WAS,6-9,2023
10664,Dennis Schröder,LAL,6-1,2023
10665,Dennis Smith Jr.,CHA,6-2,2023
10666,Deonte Burton,SAC,6-4,2023
10667,Dereon Seabron,NOP,6-5,2023
10668,Derrick Jones Jr.,CHI,6-6,2023
10669,Derrick Rose,NYK,6-3,2023
10670,Derrick White,BOS,6-4,2023
10671,Desmond Bane,MEM,6-5,2023
10672,Devin Booker,PHX,6-5,2023
10673,Devin Vassell,SAS,6-5,2023
10674,Devon Dotson,WAS,6-1,2023
10675,Devonte' Graham,SAS,6-1,2023
10676,Dewayne Dedmon,PHI,6-10,2023
10677,Dillon Brooks,MEM,6-6,2023
10678,Domantas Sabonis,SAC,7-1,2023
10679,Dominick Barlow,SAS,6-9,2023
10680,Donovan Mitchell,CLE,6-1,2023
10681,Donovan Williams,ATL,6-6,2023
10682,Donte DiVincenzo,GSW,6-4,2023
10683,Dorian Finney-Smith,BKN,6-7,2023
10684,Doug McDermott,SAS,6-6,2023
10685,Draymond Green,GSW,6-6,2023
10686,Drew Eubanks,POR,6-10,2023
10687,Dru Smith,BKN,6-3,2023
10688,Duane Washington Jr.,NYK,6-2,2023
10689,Duncan Robinson,MIA,6-7,2023
10690,Dwight Powell,DAL,6-10,2023
10691,Dylan Windler,CLE,6-7,2023
10692,Dyson Daniels,NOP,6-7,2023
10693,Edmond Sumner,BKN,6-4,2023
10694,Eric Gordon,LAC,6-3,2023
10695,Eugene Omoruyi,DET,6-6,2023
10696,Evan Fournier,NYK,6-6,2023
10697,Evan Mobley,CLE,6-11,2023
10698,Facundo Campazzo,DAL,5-10,2023
10699,Frank Jackson,UTA,6-3,2023
10700,Frank Kaminsky,HOU,7-0,2023
10701,Frank Ntilikina,DAL,6-4,2023
10702,Franz Wagner,ORL,6-10,2023
10703,Fred VanVleet,TOR,6-0,2023
10704,Furkan Korkmaz,PHI,6-7,2023
10705,Gabe Vincent,MIA,6-2,2023
10706,Gabe York,IND,6-3,2023
10707,Garrett Temple,NOP,6-6,2023
10708,Garrison Mathews,ATL,6-6,2023
10709,Gary Harris,ORL,6-4,2023
10710,Gary Payton II,GSW,6-2,2023
10711,Gary Trent Jr.,TOR,6-5,2023
10712,George Hill,IND,6-4,2023
10713,Georges Niang,PHI,6-7,2023
10714,Giannis Antetokounmpo,MIL,7-0,2023
10715,Goga Bitadze,ORL,6-11,2023
10716,Goran Dragic,MIL,6-4,2023
10717,Gordon Hayward,CHA,6-7,2023
10718,Gorgui Dieng,SAS,6-10,2023
10719,Grant Williams,BOS,6-6,2023
10720,Grayson Allen,MIL,6-4,2023
10721,Greg Brown III,POR,6-7,2023
10722,Hamidou Diallo,DET,6-5,2023
10723,Harrison Barnes,SAC,6-8,2023
10724,Haywood Highsmith,MIA,6-5,2023
10725,Herbert Jones,NOP,6-7,2023
10726,Immanuel Quickley,NYK,6-2,2023
10727,Isaac Okoro,CLE,6-5,2023
10728,Isaiah Hartenstein,NYK,7-0,2023
10729,Isaiah Jackson,IND,6-9,2023
10730,Isaiah Joe,OKC,6-3,2023
10731,Isaiah Livers,DET,6-6,2023
10732,Isaiah Mobley,CLE,6-8,2023
10733,Isaiah Roby,NYK,6-8,2023
10734,Isaiah Stewart,DET,6-8,2023
10735,Isaiah Todd,WAS,6-9,2023
10736,Ish Smith,DEN,6-0,2023
10737,Ish Wainright,PHX,6-5,2023
10738,Ivica Zubac,LAC,7-0,2023
10739,JD Davison,BOS,6-1,2023
10740,JT Thor,CHA,6-9,2023
10741,Ja Morant,MEM,6-2,2023
10742,JaMychal Green,GSW,6-9,2023
10743,JaVale McGee,DAL,7-0,2023
10744,Jabari Smith Jr.,HOU,6-11,2023
10745,Jabari Walker,POR,6-7,2023
10746,Jack White,DEN,6-7,2023
10747,Jacob Gilyard,MEM,5-9,2023
10748,Jaden Hardy,DAL,6-3,2023
10749,Jaden Ivey,DET,6-4,2023
10750,Jaden McDaniels,MIN,6-9,2023
10751,Jaden Springer,PHI,6-4,2023
10752,Jae Crowder,MIL,6-6,2023
10753,Jae'Sean Tate,HOU,6-5,2023
10754,Jake LaRavia,MEM,6-7,2023
10755,Jakob Poeltl,TOR,7-1,2023
10756,Jalen Brunson,NYK,6-2,2023
10757,Jalen Duren,DET,6-11,2023
10758,Jalen Green,HOU,6-4,2023
10759,Jalen Johnson,ATL,6-8,2023
10760,Jalen McDaniels,PHI,6-9,2023
10761,Jalen Smith,IND,6-9,2023
10762,Jalen Suggs,ORL,6-5,2023
