,Player,Pos,G,MP,Roster
11050,Rayjon Tucker,SG,20,8.1,2020UTA
11051,Dante Exum,SG,11,7.5,2020UTA
11052,Juwan Morgan,PF,21,6.4,2020UTA
11053,Nigel Williams-Goss,PG,10,5.0,2020UTA
11054,Stanton Kidd,SG,4,3.8,2020UTA
11055,Team Totals,,72,241.0,2020UTA
11056,Bradley Beal,SG,57,36.0,2020WAS
11057,Rui Hachimura,PF,48,30.1,2020WAS
11058,Dāvis Bertāns,PF,54,29.3,2020WAS
11059,Ish Smith,PG,68,26.3,2020WAS
11060,Troy Brown Jr.,SF,69,25.8,2020WAS
11061,Thomas Bryant,C,46,24.9,2020WAS
11062,Shabazz Napier,PG,20,24.4,2020WAS
11063,Jerome Robinson,SG,21,24.0,2020WAS
11064,Isaiah Thomas,PG,40,23.1,2020WAS
11065,Jordan McRae,SG,29,22.6,2020WAS
11066,Ian Mahinmi,C,38,21.3,2020WAS
11067,Isaac Bonga,SF,66,18.9,2020WAS
11068,Moritz Wagner,C,45,18.6,2020WAS
11069,Anžejs Pasečņiks,C,27,16.2,2020WAS
11070,C.J. Miles,SF,10,16.1,2020WAS
11071,Gary Payton II,SF,29,14.9,2020WAS
11072,Jerian Grant,SG,6,13.3,2020WAS
11073,Jarrod Uthoff,PF,3,13.0,2020WAS
11074,Garrison Mathews,SG,18,12.6,2020WAS
11075,Chris Chiozza,PG,10,12.3,2020WAS
11076,Johnathan Williams,PF,15,12.0,2020WAS
11077,Admiral Schofield,PF,33,11.2,2020WAS
11078,Justin Robinson,PG,9,5.4,2020WAS
11079,Team Totals,,72,241.0,2020WAS
11080,Giannis Antetokounmpo,PF,63,30.4,2020MIL
11081,Khris Middleton,SF,62,29.9,2020MIL
11082,Eric Bledsoe,PG,61,27.0,2020MIL
11083,Brook Lopez,C,68,26.7,2020MIL
11084,Wesley Matthews,SG,67,24.4,2020MIL
11085,Donte DiVincenzo,SG,66,23.0,2020MIL
11086,George Hill,PG,59,21.5,2020MIL
11087,Marvin Williams,PF,17,18.9,2020MIL
11088,Pat Connaughton,SG,67,18.6,2020MIL
11089,Kyle Korver,SF,58,16.6,2020MIL
11090,Ersan İlyasova,PF,63,15.7,2020MIL
11091,Sterling Brown,SF,52,14.8,2020MIL
11092,Robin Lopez,C,66,14.5,2020MIL
11093,Frank Mason III,PG,9,13.1,2020MIL
11094,Dragan Bender,C,7,13.0,2020MIL
11095,D.J. Wilson,PF,37,9.8,2020MIL
11096,Thanasis Antetokounmpo,SF,20,6.5,2020MIL
11097,Team Totals,,73,241.0,2020MIL
11098,Ja Morant,PG,67,31.0,2020MEM
11099,Jae Crowder,SF,45,29.4,2020MEM
11100,Dillon Brooks,SG,73,28.9,2020MEM
11101,Jaren Jackson Jr.,C,57,28.5,2020MEM
11102,Jonas Valančiūnas,C,70,26.4,2020MEM
11103,Brandon Clarke,PF,58,22.4,2020MEM
11104,Kyle Anderson,SF,67,19.9,2020MEM
11105,De'Anthony Melton,PG,60,19.5,2020MEM
11106,Tyus Jones,PG,65,19.0,2020MEM
11107,Grayson Allen,SG,38,18.9,2020MEM
11108,Solomon Hill,PF,48,18.8,2020MEM
11109,Gorgui Dieng,C,17,18.7,2020MEM
11110,Anthony Tolliver,PF,13,18.2,2020MEM
11111,Josh Jackson,SF,22,17.3,2020MEM
11112,Marko Gudurić,SG,44,11.0,2020MEM
11113,Jordan Bell,C,2,10.5,2020MEM
11114,John Konchar,SG,19,9.5,2020MEM
11115,Bruno Caboclo,C,22,8.7,2020MEM
11116,Dusty Hannahs,SG,2,6.5,2020MEM
11117,Yuta Watanabe,SF,18,5.8,2020MEM
11118,Jarrod Uthoff,PF,4,3.5,2020MEM
11119,Team Totals,,73,240.7,2020MEM
11120,Shai Gilgeous-Alexander,SG,70,34.7,2020OKC
11121,Chris Paul,PG,70,31.5,2020OKC
11122,Dennis Schröder,PG,65,30.8,2020OKC
11123,Danilo Gallinari,PF,62,29.6,2020OKC
11124,Steven Adams,C,63,26.7,2020OKC
11125,Luguentz Dort,SF,36,22.8,2020OKC
11126,Terrance Ferguson,SF,56,22.4,2020OKC
11127,Hamidou Diallo,SF,46,19.5,2020OKC
11128,Darius Bazley,PF,61,18.5,2020OKC
11129,Nerlens Noel,C,61,18.5,2020OKC
11130,Abdel Nader,SF,55,15.8,2020OKC
11131,Andre Roberson,SF,7,12.4,2020OKC
11132,Mike Muscala,C,47,12.2,2020OKC
11133,Deonte Burton,SF,39,9.1,2020OKC
11134,Devon Hall,PG,11,7.4,2020OKC
11135,Kevin Hervey,PF,10,5.2,2020OKC
11136,Justin Patton,C,5,4.8,2020OKC
11137,Isaiah Roby,PF,3,3.7,2020OKC
11138,Team Totals,,72,242.1,2020OKC
11139,Kyrie Irving,PG,20,32.9,2020BRK
11140,Spencer Dinwiddie,PG,64,31.2,2020BRK
11141,Joe Harris,SF,69,30.8,2020BRK
11142,Caris LeVert,SG,45,29.6,2020BRK
11143,Taurean Prince,PF,64,29.0,2020BRK
11144,Garrett Temple,SG,62,27.9,2020BRK
11145,Jarrett Allen,C,70,26.5,2020BRK
11146,Tyler Johnson,SG,8,24.3,2020BRK
11147,DeAndre Jordan,C,56,22.0,2020BRK
11148,Wilson Chandler,PF,35,21.0,2020BRK
11149,Iman Shumpert,SF,13,18.5,2020BRK
11150,Timothé Luwawu-Cabarrot,SF,47,18.1,2020BRK
11151,Donta Hall,C,5,17.0,2020BRK
11152,Chris Chiozza,PG,18,15.4,2020BRK
11153,Rodions Kurucs,PF,47,14.6,2020BRK
11154,Lance Thomas,PF,7,14.0,2020BRK
11155,David Nwaba,SF,20,13.4,2020BRK
11156,Nic Claxton,C,15,12.5,2020BRK
11157,Džanan Musa,SF,40,12.2,2020BRK
11158,Theo Pinson,SG,33,11.1,2020BRK
11159,Jeremiah Martin,PG,9,11.0,2020BRK
11160,Justin Anderson,SG,10,10.7,2020BRK
11161,Jamal Crawford,SG,1,6.0,2020BRK
11162,Henry Ellenson,C,5,3.0,2020BRK
11163,Team Totals,,72,242.8,2020BRK
11164,Jrue Holiday,SG,61,34.7,2020NOP
11165,Brandon Ingram,PF,62,33.9,2020NOP
11166,Lonzo Ball,PG,63,32.1,2020NOP
11167,Zion Williamson,PF,24,27.8,2020NOP
11168,Josh Hart,SF,65,27.0,2020NOP
11169,JJ Redick,SG,60,26.4,2020NOP
11170,Derrick Favors,C,51,24.4,2020NOP
11171,Kenrich Williams,PF,39,21.3,2020NOP
11172,E'Twaun Moore,SG,56,18.2,2020NOP
11173,Sindarius Thornwell,SF,2,17.5,2020NOP
11174,Nicolò Melli,C,60,17.4,2020NOP
11175,Jaxson Hayes,C,64,16.9,2020NOP
11176,Jahlil Okafor,C,30,15.6,2020NOP
11177,Frank Jackson,PG,59,13.5,2020NOP
11178,Zylan Cheatham,PF,4,12.8,2020NOP
11179,Nickeil Alexander-Walker,SG,47,12.6,2020NOP
11180,Josh Gray,PG,2,11.5,2020NOP
11181,Team Totals,,72,242.1,2020NOP
11182,Devonte' Graham,PG,63,35.1,2020CHO
11183,Terry Rozier,PG,63,34.3,2020CHO
11184,Miles Bridges,SF,65,30.7,2020CHO
11185,P.J. Washington,PF,58,30.3,2020CHO
11186,Cody Zeller,C,58,23.1,2020CHO
11187,Nicolas Batum,SF,22,23.0,2020CHO
11188,Malik Monk,SG,55,21.3,2020CHO
11189,Marvin Williams,PF,41,19.7,2020CHO
11190,Bismack Biyombo,C,53,19.4,2020CHO
11191,Cody Martin,SF,48,18.8,2020CHO
11192,Jalen McDaniels,SF,16,18.3,2020CHO
11193,Dwayne Bacon,SG,39,17.6,2020CHO
11194,Caleb Martin,SF,18,17.6,2020CHO
11195,Michael Kidd-Gilchrist,PF,12,13.3,2020CHO
11196,Willy Hernangómez,C,31,12.1,2020CHO
11197,Joe Chealey,PG,4,8.3,2020CHO
11198,Team Totals,,65,242.3,2020CHO
11199,Jimmy Butler,SF,52,33.6,2021MIA
11200,Bam Adebayo,C,64,33.5,2021MIA
11201,Duncan Robinson,SF,72,31.4,2021MIA
11202,Tyler Herro,SG,54,30.3,2021MIA
11203,Kendrick Nunn,PG,56,29.5,2021MIA
11204,Trevor Ariza,SF,30,28.0,2021MIA
11205,Victor Oladipo,SG,4,27.8,2021MIA
11206,Kelly Olynyk,C,43,26.9,2021MIA
11207,Goran Dragić,PG,50,26.7,2021MIA
11208,Andre Iguodala,SF,63,21.3,2021MIA
11209,Avery Bradley,SG,10,21.1,2021MIA
11210,Nemanja Bjelica,PF,11,14.2,2021MIA
11211,Gabe Vincent,PG,50,13.1,2021MIA
11212,Dewayne Dedmon,C,16,13.1,2021MIA
11213,Max Strus,SF,39,13.0,2021MIA
11214,KZ Okpala,PF,37,12.1,2021MIA
11215,Precious Achiuwa,PF,61,12.1,2021MIA
11216,Maurice Harkless,SF,11,11.3,2021MIA
11217,Meyers Leonard,C,3,9.7,2021MIA
11218,Chris Silva,PF,11,7.5,2021MIA
11219,Udonis Haslem,C,1,3.0,2021MIA
11220,Team Totals,,72,241.4,2021MIA
11221,Zach LaVine,SG,58,35.1,2021CHI
11222,Nikola Vučević,C,26,32.6,2021CHI
11223,Coby White,PG,69,31.2,2021CHI
11224,Patrick Williams,PF,71,27.9,2021CHI
11225,Garrett Temple,SG,56,27.3,2021CHI
11226,Lauri Markkanen,PF,51,25.8,2021CHI
11227,Daniel Theis,C,23,25.0,2021CHI
11228,Wendell Carter Jr.,C,32,24.8,2021CHI
11229,Thaddeus Young,PF,68,24.3,2021CHI
11230,Tomáš Satoranský,SG,58,22.5,2021CHI
11231,Otto Porter Jr.,SF,25,21.6,2021CHI
11232,Troy Brown Jr.,SF,13,18.2,2021CHI
11233,Denzel Valentine,SG,62,16.7,2021CHI
11234,Daniel Gafford,C,31,12.4,2021CHI
11235,Al-Farouq Aminu,PF,6,11.2,2021CHI
11236,Ryan Arcidiacono,PG,44,10.2,2021CHI
11237,Chandler Hutchison,SF,7,9.1,2021CHI
11238,Javonte Green,SG,16,8.0,2021CHI
11239,Luke Kornet,C,13,7.2,2021CHI
11240,Cristiano Felício,C,18,4.7,2021CHI
11241,Devon Dotson,PG,11,4.5,2021CHI
11242,Adam Mokoka,SG,14,4.0,2021CHI
11243,Team Totals,,72,241.4,2021CHI
11244,Tobias Harris,PF,62,32.5,2021PHI
11245,Ben Simmons,PG,58,32.4,2021PHI
11246,Joel Embiid,C,51,31.1,2021PHI
11247,Seth Curry,SG,57,28.7,2021PHI
11248,Danny Green,SF,69,28.0,2021PHI
11249,Shake Milton,SG,63,23.2,2021PHI
11250,Matisse Thybulle,SG,65,20.0,2021PHI
11251,Furkan Korkmaz,SG,55,19.3,2021PHI
11252,George Hill,PG,16,18.9,2021PHI
11253,Dwight Howard,C,69,17.3,2021PHI
11254,Mike Scott,PF,51,16.7,2021PHI
11255,Dakota Mathias,SG,8,15.4,2021PHI
11256,Tyrese Maxey,SG,61,15.3,2021PHI
11257,Tony Bradley,C,20,14.4,2021PHI
11258,Isaiah Joe,SG,41,9.3,2021PHI
11259,Anthony Tolliver,PF,11,9.0,2021PHI
11260,Ignas Brazdeikis,SF,1,8.0,2021PHI
11261,Paul Reed,PF,26,6.8,2021PHI
11262,Gary Clark,PF,2,6.5,2021PHI
11263,Rayjon Tucker,PG,14,4.9,2021PHI
11264,Mason Jones,SG,6,4.5,2021PHI
11265,Vincent Poirier,C,10,3.9,2021PHI
11266,Terrance Ferguson,SG,13,3.8,2021PHI
11267,Team Totals,,72,242.1,2021PHI
11268,Stephen Curry,PG,63,34.2,2021GSW
11269,Andrew Wiggins,PF,71,33.3,2021GSW
11270,Draymond Green,PF,63,31.5,2021GSW
11271,Kelly Oubre Jr.,SF,55,30.7,2021GSW
11272,James Wiseman,C,39,21.4,2021GSW
11273,Juan Toscano-Anderson,SG,53,20.9,2021GSW
11274,Kent Bazemore,SF,67,19.9,2021GSW
11275,Jordan Poole,SG,51,19.4,2021GSW
11276,Kevon Looney,C,61,19.0,2021GSW
11277,Damion Lee,SG,57,18.9,2021GSW
11278,Eric Paschall,PF,40,17.4,2021GSW
11279,Brad Wanamaker,PG,39,16.0,2021GSW
11280,Jordan Bell,C,1,15.0,2021GSW
11281,Marquese Chriss,PF,2,13.5,2021GSW
11282,Mychal Mulder,PG,60,12.8,2021GSW
11283,Nico Mannion,PG,30,12.1,2021GSW
11284,Alen Smailagić,PF,15,5.6,2021GSW
11285,Gary Payton II,PG,10,4.0,2021GSW
11286,Team Totals,,72,240.3,2021GSW
11287,Jayson Tatum,SF,64,35.8,2021BOS
11288,Jaylen Brown,SG,58,34.5,2021BOS
11289,Marcus Smart,PG,48,32.9,2021BOS
11290,Kemba Walker,PG,43,31.8,2021BOS
11291,Evan Fournier,SF,16,29.5,2021BOS
11292,Daniel Theis,C,42,24.5,2021BOS
11293,Tristan Thompson,C,54,23.8,2021BOS
11294,Payton Pritchard,SG,66,19.2,2021BOS
11295,Robert Williams,C,52,18.9,2021BOS
11296,Jeff Teague,PG,34,18.1,2021BOS
11297,Grant Williams,PF,63,18.1,2021BOS
11298,Semi Ojeleye,PF,56,17.0,2021BOS
11299,Romeo Langford,SG,18,15.7,2021BOS
11300,Aaron Nesmith,SF,46,14.5,2021BOS
11301,Luke Kornet,C,18,14.1,2021BOS
11302,Jabari Parker,PF,10,13.8,2021BOS
11303,Javonte Green,SF,25,13.8,2021BOS
11304,Tremont Waters,PG,26,9.2,2021BOS
11305,Carsen Edwards,SG,31,8.9,2021BOS
11306,Tacko Fall,C,19,7.2,2021BOS
11307,Moritz Wagner,C,9,6.8,2021BOS
11308,Team Totals,,72,241.4,2021BOS
11309,Domantas Sabonis,PF,62,36.0,2021IND
11310,Malcolm Brogdon,PG,56,34.5,2021IND
11311,Victor Oladipo,SG,9,33.3,2021IND
11312,Caris LeVert,SG,35,32.9,2021IND
11313,Myles Turner,C,47,31.0,2021IND
11314,Justin Holiday,SG,72,30.3,2021IND
11315,T.J. Warren,SF,4,29.3,2021IND
11316,T.J. McConnell,PG,69,26.0,2021IND
11317,Oshae Brissett,SF,21,24.7,2021IND
11318,Doug McDermott,PF,66,24.5,2021IND
11319,Jeremy Lamb,SG,36,21.3,2021IND
11320,Aaron Holiday,PG,66,17.8,2021IND
11321,Edmond Sumner,SG,53,16.2,2021IND
11322,Goga Bitadze,C,45,12.5,2021IND
11323,JaKarr Sampson,PF,29,10.9,2021IND
11324,Kelan Martin,SF,35,9.2,2021IND
11325,Amida Brimah,C,5,5.8,2021IND
11326,Cassius Stanley,SG,24,3.9,2021IND
11327,Jalen Lecque,PG,4,3.0,2021IND
11328,Brian Bowen,SF,6,2.5,2021IND
11329,Team Totals,,72,242.4,2021IND
11330,Trae Young,PG,63,33.7,2021ATL
11331,Kevin Huerter,SG,69,30.8,2021ATL
11332,Clint Capela,C,63,30.1,2021ATL
11333,Bogdan Bogdanović,SG,44,29.7,2021ATL
11334,De'Andre Hunter,SF,23,29.5,2021ATL
11335,John Collins,PF,63,29.3,2021ATL
11336,Cam Reddish,SF,26,28.8,2021ATL
11337,Danilo Gallinari,PF,51,24.0,2021ATL
11338,Solomon Hill,PF,71,21.3,2021ATL
11339,Tony Snell,SG,47,21.1,2021ATL
11340,Lou Williams,PG,24,21.0,2021ATL
11341,Rajon Rondo,PG,27,14.9,2021ATL
11342,Brandon Goodwin,PG,47,13.2,2021ATL
11343,Onyeka Okongwu,C,50,12.0,2021ATL
11344,Kris Dunn,PG,4,11.3,2021ATL
11345,Nathan Knight,PF,33,8.5,2021ATL
11346,Skylar Mays,SG,33,8.2,2021ATL
11347,Bruno Fernando,C,33,6.8,2021ATL
11348,Team Totals,,72,241.7,2021ATL
11349,Julius Randle,PF,71,37.6,2021NYK
11350,RJ Barrett,SG,72,34.9,2021NYK
11351,Reggie Bullock,SF,65,30.0,2021NYK
11352,Mitchell Robinson,C,31,27.5,2021NYK
11353,Derrick Rose,PG,35,26.8,2021NYK
11354,Alec Burks,SG,49,25.6,2021NYK
11355,Nerlens Noel,C,64,24.2,2021NYK
11356,Elfrid Payton,PG,63,23.6,2021NYK
11357,Austin Rivers,SG,21,21.0,2021NYK
11358,Taj Gibson,C,45,20.8,2021NYK
11359,Immanuel Quickley,PG,64,19.4,2021NYK
11360,Obi Toppin,PF,62,11.0,2021NYK
11361,Kevin Knox,SF,42,11.0,2021NYK
11362,Frank Ntilikina,PG,33,9.8,2021NYK
11363,Dennis Smith Jr.,PG,3,9.3,2021NYK
11364,Norvel Pelle,C,9,5.8,2021NYK
11365,Theo Pinson,SG,17,2.0,2021NYK
11366,Jared Harper,PG,8,2.0,2021NYK
11367,Ignas Brazdeikis,SF,4,1.8,2021NYK
11368,Team Totals,,72,242.1,2021NYK
11369,Fred VanVleet,SG,52,36.5,2021TOR
11370,Pascal Siakam,PF,56,35.8,2021TOR
11371,Kyle Lowry,PG,46,34.8,2021TOR
11372,OG Anunoby,SF,43,33.3,2021TOR
11373,Gary Trent Jr.,SG,17,31.8,2021TOR
11374,Khem Birch,C,19,30.4,2021TOR
11375,Norman Powell,SG,42,30.4,2021TOR
11376,Chris Boucher,C,60,24.2,2021TOR
11377,Malachi Flynn,PG,47,19.7,2021TOR
11378,Freddie Gillespie,PF,20,19.6,2021TOR
11379,DeAndre' Bembry,SF,51,19.1,2021TOR
11380,Henry Ellenson,PF,2,19.0,2021TOR
11381,Aron Baynes,C,53,18.5,2021TOR
11382,Stanley Johnson,PF,61,16.5,2021TOR
11383,Terence Davis,SG,34,14.5,2021TOR
11384,Yuta Watanabe,SF,50,14.5,2021TOR
11385,Jalen Harris,SG,13,13.2,2021TOR
11386,Rodney Hood,SF,17,12.7,2021TOR
11387,Paul Watson,SF,27,11.0,2021TOR
11388,Alex Len,C,7,10.9,2021TOR
11389,Matt Thomas,SG,26,7.4,2021TOR
11390,Patrick McCaw,SF,5,6.6,2021TOR
11391,Team Totals,,72,240.3,2021TOR
11392,Collin Sexton,SG,60,35.3,2021CLE
11393,Darius Garland,PG,54,33.1,2021CLE
11394,Isaac Okoro,SG,67,32.4,2021CLE
11395,Larry Nance Jr.,PF,35,31.2,2021CLE
11396,Jarrett Allen,C,51,30.3,2021CLE
11397,Andre Drummond,C,25,28.9,2021CLE
11398,Cedi Osman,SF,59,25.6,2021CLE
11399,Kevin Love,PF,25,24.9,2021CLE
11400,Taurean Prince,PF,29,23.7,2021CLE
11401,Yogi Ferrell,PG,2,20.0,2021CLE
11402,Damyean Dotson,SG,46,19.7,2021CLE
11403,Dante Exum,SG,6,19.3,2021CLE
11404,Dean Wade,PF,63,19.2,2021CLE
11405,Isaiah Hartenstein,C,16,17.9,2021CLE
11406,Matthew Dellavedova,PG,13,17.2,2021CLE
11407,Dylan Windler,SF,31,16.5,2021CLE
11408,JaVale McGee,C,33,15.2,2021CLE
11409,Quinn Cook,PG,7,13.6,2021CLE
11410,Brodric Thomas,SG,28,13.4,2021CLE
11411,Lamar Stevens,PF,40,12.5,2021CLE
11412,Mfiondu Kabengele,PF,16,11.6,2021CLE
11413,Thon Maker,C,8,9.5,2021CLE
11414,Jeremiah Martin,PG,9,8.3,2021CLE
11415,Anderson Varejão,C,5,7.2,2021CLE
11416,Marques Bolden,C,6,4.8,2021CLE
11417,Team Totals,,72,242.1,2021CLE
11418,Nikola Vučević,C,44,34.1,2021ORL
11419,Evan Fournier,SF,26,30.3,2021ORL
11420,Aaron Gordon,PF,25,29.4,2021ORL
11421,Terrence Ross,SG,46,29.3,2021ORL
11422,Ignas Brazdeikis,SF,8,29.3,2021ORL
11423,Cole Anthony,PG,47,27.1,2021ORL
11424,Markelle Fultz,PG,8,26.9,2021ORL
11425,Wendell Carter Jr.,C,22,26.5,2021ORL
11426,Moritz Wagner,C,11,26.0,2021ORL
11427,Michael Carter-Williams,SG,31,25.8,2021ORL
11428,Dwayne Bacon,SG,72,25.7,2021ORL
11429,Chuma Okeke,PF,45,25.2,2021ORL
11430,R.J. Hampton,SG,26,25.2,2021ORL
11431,Gary Harris,SG,20,25.0,2021ORL
11432,James Ennis III,SF,41,24.0,2021ORL
11433,Otto Porter Jr.,PF,3,22.0,2021ORL
11434,Al-Farouq Aminu,PF,17,21.6,2021ORL
11435,Sindarius Thornwell,SG,7,20.6,2021ORL
11436,Chasson Randle,PG,41,20.4,2021ORL
11437,Khem Birch,C,48,19.8,2021ORL
11438,Frank Mason III,PG,4,19.8,2021ORL
11439,Gary Clark,SF,35,18.2,2021ORL
11440,Mo Bamba,C,46,15.8,2021ORL
11441,Robert Franks,PF,7,14.4,2021ORL
11442,Jordan Bone,PG,14,14.0,2021ORL
11443,Donta Hall,PF,13,13.8,2021ORL
11444,Devin Cannady,PG,8,9.3,2021ORL
11445,Karim Mané,PG,10,8.8,2021ORL
11446,Team Totals,,72,240.7,2021ORL
11447,Devin Booker,SG,67,33.9,2021PHO
11448,Mikal Bridges,SF,72,32.6,2021PHO
11449,Chris Paul,PG,70,31.4,2021PHO
11450,Deandre Ayton,C,69,30.7,2021PHO
11451,Jae Crowder,PF,60,27.5,2021PHO
11452,Cameron Johnson,PF,60,24.0,2021PHO
11453,Torrey Craig,SF,32,18.8,2021PHO
11454,Cameron Payne,PG,60,18.0,2021PHO
11455,Dario Šarić,C,50,17.4,2021PHO
11456,Frank Kaminsky,C,47,15.2,2021PHO
11457,Abdel Nader,SF,24,14.8,2021PHO
11458,E'Twaun Moore,SG,27,14.4,2021PHO
11459,Jevon Carter,PG,60,12.0,2021PHO
11460,Langston Galloway,SG,40,11.0,2021PHO
11461,Damian Jones,C,14,6.7,2021PHO
11462,Jalen Smith,PF,27,5.8,2021PHO
11463,Ty-Shon Alexander,SG,15,3.1,2021PHO
11464,Team Totals,,72,242.8,2021PHO
11465,Jamal Murray,PG,48,35.5,2021DEN
11466,Nikola Jokić,C,72,34.6,2021DEN
11467,Michael Porter Jr.,SF,61,31.3,2021DEN
11468,Will Barton,SF,56,31.0,2021DEN
11469,Gary Harris,SG,19,30.6,2021DEN
11470,Austin Rivers,SG,15,26.9,2021DEN
11471,Aaron Gordon,PF,25,25.9,2021DEN
11472,Monte Morris,PG,47,25.4,2021DEN
11473,Facundo Campazzo,PG,65,21.9,2021DEN
11474,PJ Dozier,SG,50,21.8,2021DEN
11475,Paul Millsap,PF,56,20.8,2021DEN
11476,JaMychal Green,PF,58,19.3,2021DEN
11477,Shaquille Harrison,SG,17,16.3,2021DEN
11478,JaVale McGee,C,13,13.5,2021DEN
11479,Zeke Nnaji,PF,42,9.5,2021DEN
11480,R.J. Hampton,SG,25,9.3,2021DEN
11481,Isaiah Hartenstein,C,30,9.1,2021DEN
11482,Vlatko Čančar,PF,41,6.9,2021DEN
11483,Markus Howard,SG,37,5.5,2021DEN
11484,Bol Bol,PF,32,5.0,2021DEN
11485,Greg Whittington,PF,4,3.0,2021DEN
11486,Gary Clark,SF,2,2.0,2021DEN
11487,Team Totals,,72,242.8,2021DEN
11488,James Harden,PG,8,36.3,2021HOU
11489,Victor Oladipo,SG,20,33.5,2021HOU
11490,Christian Wood,C,41,32.3,2021HOU
11491,John Wall,PG,40,32.2,2021HOU
11492,Kevin Porter Jr.,SG,26,32.1,2021HOU
11493,Kelly Olynyk,PF,27,31.1,2021HOU
11494,Khyri Thomas,SG,5,30.6,2021HOU
11495,P.J. Tucker,PF,32,30.0,2021HOU
11496,Eric Gordon,SG,27,29.2,2021HOU
11497,Jae'Sean Tate,SF,70,29.2,2021HOU
11498,Armoni Brooks,SG,20,26.0,2021HOU
11499,Danuel House Jr.,SF,36,25.9,2021HOU
11500,Sterling Brown,SG,51,24.1,2021HOU
11501,KJ Martin,SF,45,23.7,2021HOU
11502,Avery Bradley,SG,17,23.0,2021HOU
11503,David Nwaba,SF,30,22.6,2021HOU
11504,Cameron Oliver,SF,4,21.8,2021HOU
11505,D.J. Augustin,PG,20,20.8,2021HOU
11506,DeMarcus Cousins,C,25,20.2,2021HOU
11507,DaQuan Jeffries,SG,13,20.1,2021HOU
11508,Justin Patton,C,13,19.0,2021HOU
11509,Anthony Lamb,SF,24,17.3,2021HOU
11510,Cameron Reynolds,SF,2,17.0,2021HOU
11511,Ben McLemore,SG,32,16.8,2021HOU
11512,D.J. Wilson,PF,23,14.3,2021HOU
11513,Mason Jones,SG,26,11.8,2021HOU
11514,Ray Spalding,C,2,9.5,2021HOU
11515,Rodions Kurucs,SF,11,6.8,2021HOU
11516,Brodric Thomas,SG,4,6.0,2021HOU
11517,Bruno Caboclo,PF,6,6.0,2021HOU
11518,Team Totals,,72,240.3,2021HOU
11519,Karl-Anthony Towns,C,50,33.8,2021MIN
11520,Malik Beasley,SG,37,32.8,2021MIN
11521,Anthony Edwards,SG,72,32.1,2021MIN
11522,D'Angelo Russell,PG,42,28.5,2021MIN
11523,Ricky Rubio,PG,68,26.1,2021MIN
11524,Jaden McDaniels,PF,63,24.0,2021MIN
11525,Josh Okogie,SG,59,20.3,2021MIN
11526,Naz Reid,C,70,19.2,2021MIN
11527,Jordan McLaughlin,PG,51,18.4,2021MIN
11528,Jaylen Nowell,SG,42,18.1,2021MIN
11529,Jarred Vanderbilt,PF,64,17.8,2021MIN
11530,Juancho Hernangómez,PF,52,17.3,2021MIN
11531,Jarrett Culver,SG,34,14.7,2021MIN
11532,Jake Layman,SF,45,13.9,2021MIN
11533,Ed Davis,C,23,13.0,2021MIN
11534,Ashton Hagans,PG,2,2.0,2021MIN
11535,Team Totals,,72,241.7,2021MIN
11536,DeMar DeRozan,PF,61,33.7,2021SAS
11537,Dejounte Murray,PG,67,31.9,2021SAS
11538,Derrick White,SG,36,29.6,2021SAS
11539,Keldon Johnson,SF,69,28.5,2021SAS
11540,Jakob Poeltl,C,69,26.7,2021SAS
11541,LaMarcus Aldridge,C,21,25.9,2021SAS
11542,Lonnie Walker IV,SG,60,25.4,2021SAS
11543,Patty Mills,PG,68,24.8,2021SAS
11544,Rudy Gay,PF,63,21.6,2021SAS
11545,Devin Vassell,SF,62,17.0,2021SAS
11546,Trey Lyles,PF,23,15.6,2021SAS
11547,Drew Eubanks,C,54,14.0,2021SAS
11548,Gorgui Dieng,C,16,11.3,2021SAS
11549,Luka Šamanić,PF,33,9.3,2021SAS
11550,Keita Bates-Diop,SF,30,8.2,2021SAS
11551,Tre Jones,PG,37,7.3,2021SAS
11552,Quinndary Weatherspoon,SG,20,6.1,2021SAS
11553,Cameron Reynolds,SF,3,2.0,2021SAS
11554,Team Totals,,72,242.8,2021SAS
11555,Damian Lillard,PG,67,35.8,2021POR
11556,Norman Powell,SF,27,34.4,2021POR
11557,CJ McCollum,SG,47,34.0,2021POR
11558,Robert Covington,PF,70,32.0,2021POR
11559,Gary Trent Jr.,SG,41,30.8,2021POR
11560,Carmelo Anthony,PF,69,24.5,2021POR
11561,Enes Freedom,C,72,24.4,2021POR
11562,Jusuf Nurkić,C,37,23.8,2021POR
11563,Derrick Jones Jr.,SF,58,22.7,2021POR
11564,Rodney Hood,SF,38,19.1,2021POR
11565,Anfernee Simons,SG,64,17.3,2021POR
11566,Nassir Little,PF,48,13.3,2021POR
11567,Rondae Hollis-Jefferson,PF,11,9.7,2021POR
11568,Harry Giles,C,38,9.2,2021POR
11569,CJ Elleby,SF,30,6.4,2021POR
11570,T.J. Leaf,PF,7,5.0,2021POR
11571,Keljin Blevins,SF,17,4.4,2021POR
11572,Team Totals,,72,240.3,2021POR
11573,Harrison Barnes,PF,58,36.2,2021SAC
11574,De'Aaron Fox,PG,58,35.1,2021SAC
11575,Buddy Hield,SG,71,34.3,2021SAC
11576,Tyrese Haliburton,PG,58,30.1,2021SAC
11577,Richaun Holmes,C,61,29.2,2021SAC
11578,Marvin Bagley III,PF,43,25.9,2021SAC
11579,Delon Wright,PG,27,25.8,2021SAC
